ATF	1.0
0	251     
"Trace"	"Search"	"Category"	"State"	"Event Start Time (ms)"	"Event End Time (ms)"	"Baseline (mV)"	"Peak Amp (mV)"	"Time to Peak (ms)"	"Time of Peak (ms)"	"Antipeak Amp (mV)"	"Time to Antipeak (ms)"	"Time of Antipeak (ms)"	"Half-width (ms)"	"Half-amplitude (mV)"	"Time to Rise Half-amplitude (ms)"	"Time to Decay Half-amplitude (ms)"	"Rise Tau (ms)"	"Decay Tau (ms)"	"Max Rise Slope (mV/ms)"	"Time to Max Rise Slope (ms)"	"Max Decay Slope (mV/ms)"	"Time to Max Decay Slope (ms)"	"Rise Slope 10% to 90% (mV/ms)"	"Rise Time 10% to 90% (ms)"	"Decay Slope 90% to 10% (mV/ms)"	"Decay Time 90% to 10% (ms)"	"Area (mV · ms)"	"Inst. Freq. (Hz)"	"Interevent Interval (ms)"	"S.D. of Fit"	"Template Match"	" "	"G1: Midpoint, Cat 1"	"G1: Bin Count, Cat 1"	"G1: Midpoint, Cat 2"	"G1: Bin Count, Cat 2"	"G1: Midpoint, Cat 3"	"G1: Bin Count, Cat 3"	"G1: Midpoint, Cat 4"	"G1: Bin Count, Cat 4"	"G1: Midpoint, Cat 5"	"G1: Bin Count, Cat 5"	"G1: Midpoint, Cat 6"	"G1: Bin Count, Cat 6"	"G1: Midpoint, Cat 7"	"G1: Bin Count, Cat 7"	"G1: Midpoint, Cat 8"	"G1: Bin Count, Cat 8"	"G1: Midpoint, Cat 9"	"G1: Bin Count, Cat 9"	"G2: Midpoint, Cat 1"	"G2: Bin Count, Cat 1"	"G2: Midpoint, Cat 2"	"G2: Bin Count, Cat 2"	"G2: Midpoint, Cat 3"	"G2: Bin Count, Cat 3"	"G2: Midpoint, Cat 4"	"G2: Bin Count, Cat 4"	"G2: Midpoint, Cat 5"	"G2: Bin Count, Cat 5"	"G2: Midpoint, Cat 6"	"G2: Bin Count, Cat 6"	"G2: Midpoint, Cat 7"	"G2: Bin Count, Cat 7"	"G2: Midpoint, Cat 8"	"G2: Bin Count, Cat 8"	"G2: Midpoint, Cat 9"	"G2: Bin Count, Cat 9"	"G3: Midpoint, Cat 1"	"G3: Bin Count, Cat 1"	"G3: Midpoint, Cat 2"	"G3: Bin Count, Cat 2"	"G3: Midpoint, Cat 3"	"G3: Bin Count, Cat 3"	"G3: Midpoint, Cat 4"	"G3: Bin Count, Cat 4"	"G3: Midpoint, Cat 5"	"G3: Bin Count, Cat 5"	"G3: Midpoint, Cat 6"	"G3: Bin Count, Cat 6"	"G3: Midpoint, Cat 7"	"G3: Bin Count, Cat 7"	"G3: Midpoint, Cat 8"	"G3: Bin Count, Cat 8"	"G3: Midpoint, Cat 9"	"G3: Bin Count, Cat 9"	"G4: Midpoint, Cat 1"	"G4: Bin Count, Cat 1"	"G4: Midpoint, Cat 2"	"G4: Bin Count, Cat 2"	"G4: Midpoint, Cat 3"	"G4: Bin Count, Cat 3"	"G4: Midpoint, Cat 4"	"G4: Bin Count, Cat 4"	"G4: Midpoint, Cat 5"	"G4: Bin Count, Cat 5"	"G4: Midpoint, Cat 6"	"G4: Bin Count, Cat 6"	"G4: Midpoint, Cat 7"	"G4: Bin Count, Cat 7"	"G4: Midpoint, Cat 8"	"G4: Bin Count, Cat 8"	"G4: Midpoint, Cat 9"	"G4: Bin Count, Cat 9"	" "	"G1: ScPlot X, Cat 1"	"G1: ScPlot Y, Cat 1"	"G1: ScPlot X, Cat 2"	"G1: ScPlot Y, Cat 2"	"G1: ScPlot X, Cat 3"	"G1: ScPlot Y, Cat 3"	"G1: ScPlot X, Cat 4"	"G1: ScPlot Y, Cat 4"	"G1: ScPlot X, Cat 5"	"G1: ScPlot Y, Cat 5"	"G1: ScPlot X, Cat 6"	"G1: ScPlot Y, Cat 6"	"G1: ScPlot X, Cat 7"	"G1: ScPlot Y, Cat 7"	"G1: ScPlot X, Cat 8"	"G1: ScPlot Y, Cat 8"	"G1: ScPlot X, Cat 9"	"G1: ScPlot Y, Cat 9"	"G2: ScPlot X, Cat 1"	"G2: ScPlot Y, Cat 1"	"G2: ScPlot X, Cat 2"	"G2: ScPlot Y, Cat 2"	"G2: ScPlot X, Cat 3"	"G2: ScPlot Y, Cat 3"	"G2: ScPlot X, Cat 4"	"G2: ScPlot Y, Cat 4"	"G2: ScPlot X, Cat 5"	"G2: ScPlot Y, Cat 5"	"G2: ScPlot X, Cat 6"	"G2: ScPlot Y, Cat 6"	"G2: ScPlot X, Cat 7"	"G2: ScPlot Y, Cat 7"	"G2: ScPlot X, Cat 8"	"G2: ScPlot Y, Cat 8"	"G2: ScPlot X, Cat 9"	"G2: ScPlot Y, Cat 9"	"G3: ScPlot X, Cat 1"	"G3: ScPlot Y, Cat 1"	"G3: ScPlot X, Cat 2"	"G3: ScPlot Y, Cat 2"	"G3: ScPlot X, Cat 3"	"G3: ScPlot Y, Cat 3"	"G3: ScPlot X, Cat 4"	"G3: ScPlot Y, Cat 4"	"G3: ScPlot X, Cat 5"	"G3: ScPlot Y, Cat 5"	"G3: ScPlot X, Cat 6"	"G3: ScPlot Y, Cat 6"	"G3: ScPlot X, Cat 7"	"G3: ScPlot Y, Cat 7"	"G3: ScPlot X, Cat 8"	"G3: ScPlot Y, Cat 8"	"G3: ScPlot X, Cat 9"	"G3: ScPlot Y, Cat 9"	"G4: ScPlot X, Cat 1"	"G4: ScPlot Y, Cat 1"	"G4: ScPlot X, Cat 2"	"G4: ScPlot Y, Cat 2"	"G4: ScPlot X, Cat 3"	"G4: ScPlot Y, Cat 3"	"G4: ScPlot X, Cat 4"	"G4: ScPlot Y, Cat 4"	"G4: ScPlot X, Cat 5"	"G4: ScPlot Y, Cat 5"	"G4: ScPlot X, Cat 6"	"G4: ScPlot Y, Cat 6"	"G4: ScPlot X, Cat 7"	"G4: ScPlot Y, Cat 7"	"G4: ScPlot X, Cat 8"	"G4: ScPlot Y, Cat 8"	"G4: ScPlot X, Cat 9"	"G4: ScPlot Y, Cat 9"	" "	"g1: ScPlot X, Cat 1 (selected)"	"g1: ScPlot Y, Cat 1 (selected)"	"g1: ScPlot X, Cat 2 (selected)"	"g1: ScPlot Y, Cat 2 (selected)"	"g1: ScPlot X, Cat 3 (selected)"	"g1: ScPlot Y, Cat 3 (selected)"	"g1: ScPlot X, Cat 4 (selected)"	"g1: ScPlot Y, Cat 4 (selected)"	"g1: ScPlot X, Cat 5 (selected)"	"g1: ScPlot Y, Cat 5 (selected)"	"g1: ScPlot X, Cat 6 (selected)"	"g1: ScPlot Y, Cat 6 (selected)"	"g1: ScPlot X, Cat 7 (selected)"	"g1: ScPlot Y, Cat 7 (selected)"	"g1: ScPlot X, Cat 8 (selected)"	"g1: ScPlot Y, Cat 8 (selected)"	"g1: ScPlot X, Cat 9 (selected)"	"g1: ScPlot Y, Cat 9 (selected)"	"g2: ScPlot X, Cat 1 (selected)"	"g2: ScPlot Y, Cat 1 (selected)"	"g2: ScPlot X, Cat 2 (selected)"	"g2: ScPlot Y, Cat 2 (selected)"	"g2: ScPlot X, Cat 3 (selected)"	"g2: ScPlot Y, Cat 3 (selected)"	"g2: ScPlot X, Cat 4 (selected)"	"g2: ScPlot Y, Cat 4 (selected)"	"g2: ScPlot X, Cat 5 (selected)"	"g2: ScPlot Y, Cat 5 (selected)"	"g2: ScPlot X, Cat 6 (selected)"	"g2: ScPlot Y, Cat 6 (selected)"	"g2: ScPlot X, Cat 7 (selected)"	"g2: ScPlot Y, Cat 7 (selected)"	"g2: ScPlot X, Cat 8 (selected)"	"g2: ScPlot Y, Cat 8 (selected)"	"g2: ScPlot X, Cat 9 (selected)"	"g2: ScPlot Y, Cat 9 (selected)"	"g3: ScPlot X, Cat 1 (selected)"	"g3: ScPlot Y, Cat 1 (selected)"	"g3: ScPlot X, Cat 2 (selected)"	"g3: ScPlot Y, Cat 2 (selected)"	"g3: ScPlot X, Cat 3 (selected)"	"g3: ScPlot Y, Cat 3 (selected)"	"g3: ScPlot X, Cat 4 (selected)"	"g3: ScPlot Y, Cat 4 (selected)"	"g3: ScPlot X, Cat 5 (selected)"	"g3: ScPlot Y, Cat 5 (selected)"	"g3: ScPlot X, Cat 6 (selected)"	"g3: ScPlot Y, Cat 6 (selected)"	"g3: ScPlot X, Cat 7 (selected)"	"g3: ScPlot Y, Cat 7 (selected)"	"g3: ScPlot X, Cat 8 (selected)"	"g3: ScPlot Y, Cat 8 (selected)"	"g3: ScPlot X, Cat 9 (selected)"	"g3: ScPlot Y, Cat 9 (selected)"	"g4: ScPlot X, Cat 1 (selected)"	"g4: ScPlot Y, Cat 1 (selected)"	"g4: ScPlot X, Cat 2 (selected)"	"g4: ScPlot Y, Cat 2 (selected)"	"g4: ScPlot X, Cat 3 (selected)"	"g4: ScPlot Y, Cat 3 (selected)"	"g4: ScPlot X, Cat 4 (selected)"	"g4: ScPlot Y, Cat 4 (selected)"	"g4: ScPlot X, Cat 5 (selected)"	"g4: ScPlot Y, Cat 5 (selected)"	"g4: ScPlot X, Cat 6 (selected)"	"g4: ScPlot Y, Cat 6 (selected)"	"g4: ScPlot X, Cat 7 (selected)"	"g4: ScPlot Y, Cat 7 (selected)"	"g4: ScPlot X, Cat 8 (selected)"	"g4: ScPlot Y, Cat 8 (selected)"	"g4: ScPlot X, Cat 9 (selected)"	"g4: ScPlot Y, Cat 9 (selected)"
1	1	1	A	109338.398	109355.727	-79.01978	-30.74930	7.039	109345.438	12.35136	17.180	109355.578	1.07706	-15.37465	6.556	7.633	8.88074	39.22630	-118.956	4.133	132.569	5.273	-3.89343	3.32312	11.87753	1.64773	-85.80579	15.40867	64.89852	N/A	4.08318																																																																																																																																																																																																																											
1	1	1	A	109657.297	109674.625	-74.99146	-27.31977	8.281	109665.578	8.54944	14.461	109671.758	0.43015	-13.65989	8.158	8.589	5.53426	0.50112	-202.519	8.234	166.601	0.273	Not found	Not found	25.65297	0.65999	-127.40894	3.12363	320.14069	N/A	4.00880																																																																																																																																																																																																																											
1	1	1	A	109657.656	109674.984	-74.92237	-27.38886	7.922	109665.578	8.48035	14.102	109671.758	0.43200	-13.69443	7.798	8.230	5.74595	0.50112	-202.519	7.875	166.601	0.273	Not found	Not found	25.65297	0.66169	-124.18249	N/A	Not found	N/A	4.12052																																																																																																																																																																																																																											
1	1	1	A	109933.719	109951.047	-74.46597	-28.13162	7.305	109941.023	4.28570	17.203	109950.922	1.89840	-14.06581	6.700	8.598	0.24636	2.66387	-142.866	3.992	152.948	0.508	-1.22544	3.47130	2.68937	6.12349	-161.72443	3.63048	275.44562	N/A	6.31470																																																																																																																																																																																																																											
1	1	1	A	110337.281	110354.594	-73.67827	-24.95292	5.578	110342.859	6.58125	16.320	110353.602	1.52603	-12.47646	4.192	5.719	2.36557	4.22243	-124.120	5.508	156.045	9.609	-3.32779	4.06070	1.89215	4.05836	-95.46906	2.48858	401.83563	N/A	5.98467																																																																																																																																																																																																																											
1	1	1	A	110572.578	110589.906	-71.85619	-18.66662	5.461	110578.039	8.54410	0.078	110572.656	1.27664	-9.33331	5.222	6.499	0.59941	2.12635	-131.626	3.531	123.020	5.031	-3.27764	1.89170	4.31635	2.24340	-50.16948	4.25207	235.17972	N/A	5.36907																																																																																																																																																																																																																											
1	1	1	A	111062.359	111079.672	-74.95485	-36.36079	5.117	111067.477	5.48701	1.180	111063.539	4.05746	-18.18040	3.942	8.000	0.88875	5.32824	-192.069	3.570	142.071	10.055	-17.89520	1.48103	3.40247	6.88402	-197.10057	2.04316	489.43765	N/A	8.14002																																																																																																																																																																																																																											
1	1	1	A	111249.938	111267.266	-79.82255	-33.79171	5.359	111255.297	11.14811	1.180	111251.117	2.69913	-16.89586	4.203	6.902	0.40867	4.85955	-145.592	4.594	162.148	3.773	-19.81999	1.29685	5.61041	3.00744	-103.59100	5.32424	187.82019	N/A	7.87353																																																																																																																																																																																																																											
1	1	1	A	111276.758	111294.086	-78.82480	-16.63193	4.781	111281.539	6.65168	1.102	111277.859	1.16819	-8.31597	4.291	5.459	0.38577	1.51282	-133.901	3.211	154.541	4.391	-12.98559	0.67586	4.22031	2.03636	-64.14731	38.10631	26.24237	N/A	4.77359																																																																																																																																																																																																																											
1	1	1	A	111343.977	111361.305	-79.16476	-30.36850	4.805	111348.781	6.82017	0.641	111344.617	2.48423	-15.18425	4.330	6.815	3.84719	3.19637	-205.756	3.914	137.935	10.789	-17.59715	0.86591	2.77938	5.89428	-114.77947	14.87167	67.24194	N/A	8.02559																																																																																																																																																																																																																											
1	1	1	A	111475.602	111492.914	-73.70349	-18.35966	5.219	111480.820	8.88072	14.859	111490.461	0.38061	-9.17983	5.060	5.440	0.44899	1.22261	-136.242	4.469	164.304	6.391	-6.19195	1.05197	5.66938	1.96823	-58.58230	7.57352	132.03906	N/A	4.01350																																																																																																																																																																																																																											
1	1	1	A	111475.898	111493.227	-73.67328	-18.38987	4.922	111480.820	8.85051	14.563	111490.461	0.38097	-9.19493	4.762	5.143	0.44899	1.22261	-136.242	4.172	164.304	6.391	-6.19195	1.05270	5.66938	1.96833	-58.37595	7999999.50000	0.00013	N/A	4.09010																																																																																																																																																																																																																											
1	1	1	A	111633.938	111651.266	-76.57481	-27.52301	5.305	111639.242	9.09550	17.023	111650.961	2.39613	-13.76151	3.942	6.338	1.69574	1.64456	-121.224	0.633	137.208	0.328	-8.14209	2.22786	12.28339	1.69142	-80.72331	6.31226	158.42181	N/A	5.93855																																																																																																																																																																																																																											
1	1	1	A	111802.938	111820.266	-74.31406	-21.21861	4.445	111807.383	5.93435	14.445	111817.383	1.69924	-10.60930	3.968	5.667	2.22811	59.56367	-126.660	2.273	186.253	5.008	-25.88679	0.58010	2.41586	5.01608	-84.06781	5.94740	168.14063	N/A	5.11343																																																																																																																																																																																																																											
1	1	1	A	111952.063	111969.375	-71.23447	-22.03604	5.797	111957.859	5.96293	13.758	111965.820	2.47395	-11.01802	4.198	6.672	13.85011	1.88334	-119.153	4.547	138.765	4.492	-5.32175	2.61044	2.41954	4.05553	-97.37835	6.64555	150.47656	N/A	7.18724																																																																																																																																																																																																																											
1	1	1	A	112955.617	112972.945	-71.79265	-15.56625	4.984	112960.602	8.33285	14.500	112970.117	1.07937	-7.78312	4.298	5.378	2.22420	2.99988	-127.326	3.094	127.843	6.969	-6.74433	1.21289	1.69380	3.25238	-60.45229	0.99727	1002.74219	N/A	5.43211																																																																																																																																																																																																																											
1	1	1	A	113288.656	113305.984	-69.91928	-20.47993	5.023	113293.680	5.78923	0.227	113288.883	1.20324	-10.23997	4.200	5.403	0.91126	1.49339	-133.718	4.953	137.719	5.609	-6.56445	1.47469	1.92874	3.39812	-59.64719	3.00230	333.07806	N/A	6.46445																																																																																																																																																																																																																											
1	1	1	A	113891.797	113909.125	-68.86611	-15.81465	4.703	113896.500	4.87517	15.484	113907.281	1.53699	-7.90732	4.508	6.045	0.19709	2.41657	-116.147	0.094	133.865	5.570	-1.41149	2.02426	2.48675	3.56893	-65.31696	1.65887	602.82050	N/A	5.16265																																																																																																																																																																																																																											
1	1	1	A	114149.297	114166.625	-69.75958	-15.48068	5.266	114154.563	10.21522	12.703	114162.000	1.76901	-7.74034	4.157	5.926	0.22286	0.81547	-141.631	4.172	185.882	7.367	-3.49740	1.29819	2.60723	2.41969	-43.16257	3.87503	258.06250	N/A	5.53857																																																																																																																																																																																																																											
1	1	1	A	114579.859	114597.172	-73.57843	-14.94031	4.461	114584.320	5.64243	2.523	114582.383	0.48458	-7.47015	4.286	4.771	0.40230	4.58377	-128.802	3.711	137.657	1.828	-2.07801	0.64158	0.87195	4.65078	-46.24724	2.32689	429.75781	N/A	4.51054																																																																																																																																																																																																																											
1	1	1	A	115324.758	115342.086	-68.52338	-14.19978	4.984	115329.742	5.32111	1.086	115325.844	1.78815	-7.09989	4.859	6.647	2.27511	134.75812	-138.238	4.273	138.795	10.227	-5.44438	0.68619	2.20940	2.81041	-53.55242	1.34152	745.42194	N/A	5.61557																																																																																																																																																																																																																											
1	1	1	A	116067.242	116084.555	-69.74924	-18.21716	6.039	116073.281	5.59835	0.414	116067.656	0.32590	-9.10858	5.808	6.134	0.42005	2.02786	-136.703	3.469	162.985	0.070	-2.21438	1.95627	8.18792	0.72763	-53.36908	1.34492	743.53888	N/A	5.32097																																																																																																																																																																																																																											
1	1	1	A	116068.961	116086.273	-69.94058	-18.02583	4.320	116073.281	6.80693	16.297	116085.258	0.32281	-9.01291	4.091	4.414	0.29141	2.02787	-136.703	1.750	162.985	0.070	-2.21438	1.95214	8.18792	0.72231	-49.35528	20000000.00000	0.00005	N/A	4.04329																																																																																																																																																																																																																											
1	1	1	A	117050.320	117067.633	-69.26551	-29.76400	6.359	117056.680	6.77335	2.000	117052.320	2.84680	-14.88200	4.216	7.063	0.30581	2.62664	-150.205	4.250	124.770	3.031	-5.22245	2.53476	4.40712	3.82375	-97.27673	1.01688	983.39825	N/A	10.63893																																																																																																																																																																																																																											
1	1	1	A	117300.242	117317.555	-69.37522	-13.73463	4.797	117305.039	9.06663	0.000	117300.242	1.81850	-6.86731	4.338	6.157	5.26439	3.00504	-135.808	0.008	133.380	4.313	-9.15489	0.98321	2.52991	3.07105	-24.79193	4.02642	248.35950	N/A	4.77887																																																																																																																																																																																																																											
1	1	1	A	117455.078	117472.406	-71.04867	-22.16976	5.063	117460.141	6.01337	0.500	117455.578	1.51549	-11.08488	4.036	5.551	0.69907	2.20431	-99.530	1.633	163.996	5.211	-12.27441	1.31150	1.96286	4.91890	-81.10092	6.44739	155.10153	N/A	7.61220																																																																																																																																																																																																																											
1	1	1	A	118566.422	118583.734	-71.31550	-19.01385	6.016	118572.438	7.49572	1.539	118567.961	1.75001	-9.50693	4.410	6.160	1.02860	17.48455	-143.427	1.609	144.589	8.594	-4.69145	2.25181	1.85337	3.30902	-81.64296	0.89904	1112.29700	N/A	6.48811																																																																																																																																																																																																																											
1	1	1	A	118617.641	118634.953	-70.85462	-25.84902	5.461	118623.102	5.46598	1.016	118618.656	2.33362	-12.92451	4.292	6.625	0.37781	3.49694	-200.030	2.328	138.514	3.930	-7.30903	1.44939	3.56566	3.92673	-93.53333	19.73795	50.66381	N/A	8.63802																																																																																																																																																																																																																											
1	1	1	A	118754.477	118771.805	-72.18894	-38.45278	5.703	118760.180	6.28566	2.305	118756.781	3.85576	-19.22639	3.884	7.740	0.37429	5.94015	-133.738	3.773	132.550	0.430	-12.95444	1.98300	3.87391	6.02587	-184.70100	7.29511	137.07819	N/A	9.83926																																																																																																																																																																																																																											
1	1	1	A	119249.641	119266.953	-68.94348	-20.72260	5.563	119255.203	6.36884	1.719	119251.359	2.51352	-10.36130	4.004	6.518	1.87729	505.91388	-116.964	5.508	129.420	8.508	-5.65720	2.16283	2.03925	3.63132	-77.06317	2.02011	495.02338	N/A	7.76979																																																																																																																																																																																																																											
1	1	1	A	122952.438	122969.766	-69.84843	-19.64001	4.742	122957.180	6.73869	1.422	122953.859	1.68293	-9.82001	4.170	5.853	1.49131	2.22517	-94.825	3.813	124.662	11.430	-14.10501	0.92083	4.72142	2.44507	-51.40734	0.27013	3701.97681	N/A	7.34926																																																																																																																																																																																																																											
1	1	1	A	123357.383	123374.703	-69.71405	-20.63045	5.195	123362.578	6.74436	2.773	123360.156	1.82409	-10.31523	4.187	6.011	2.06901	11.36937	-164.312	1.586	125.492	4.273	-9.03755	1.59632	2.77176	3.91178	-68.17445	2.46671	405.39862	N/A	8.32950																																																																																																																																																																																																																											
1	1	1	A	124650.844	124668.164	-70.92533	-31.71167	5.180	124656.023	7.47207	1.313	124652.156	2.87464	-15.85583	4.038	6.913	0.55333	3.09829	-109.950	3.586	126.604	3.188	-16.01917	1.32251	3.51757	5.99814	-135.93169	0.77313	1293.44543	N/A	10.36619																																																																																																																																																																																																																											
1	1	1	A	125319.563	125336.875	-68.42912	-15.82035	5.180	125324.742	8.32127	1.219	125320.781	1.96814	-7.91018	4.229	6.197	0.15727	2.66337	-183.685	3.867	102.967	6.547	-1.74525	1.30818	5.31361	2.02974	-42.35121	1.49540	668.71851	N/A	6.15268																																																																																																																																																																																																																											
1	1	1	A	126238.703	126256.023	-69.96762	-22.98514	6.016	126244.719	6.57617	14.539	126253.242	2.29048	-11.49257	4.158	6.448	0.47932	4.16210	-165.368	3.945	127.022	7.633	-5.01930	2.55291	3.05589	3.20870	-95.22195	1.08698	919.97656	N/A	8.74014																																																																																																																																																																																																																											
1	1	1	A	126760.156	126777.484	-67.46680	-35.50592	4.602	126764.758	6.82186	13.164	126773.320	3.46651	-17.75296	3.997	7.464	1150.61108	9.76139	-116.163	4.555	147.846	3.211	-26.19243	1.07955	4.84885	5.74859	-148.76744	1.92293	520.03906	N/A	10.98825																																																																																																																																																																																																																											
1	1	1	A	127027.883	127045.203	-67.50101	-18.76230	4.758	127032.641	9.15759	3.000	127030.883	2.86527	-9.38115	3.999	6.864	0.18828	6.60177	-133.272	4.367	138.437	6.070	-11.23366	0.89910	2.55064	4.20663	-67.53809	3.73297	267.88306	N/A	8.14297																																																																																																																																																																																																																											
1	1	1	A	127108.500	127125.813	-68.63757	-18.29906	5.523	127114.023	5.76035	12.203	127120.703	0.96672	-9.14953	4.807	5.774	0.97174	0.80566	-103.664	1.531	152.036	2.688	-5.51835	1.38844	5.16035	1.60552	-40.32162	12.28763	81.38262	N/A	6.02764																																																																																																																																																																																																																											
1	1	1	A	128710.000	128727.313	-72.92306	-24.92749	4.641	128714.641	6.56360	3.219	128713.219	2.86291	-12.46375	4.204	7.067	1.91997	3.66678	-145.854	1.891	132.560	0.148	-16.60522	1.00873	3.00423	5.19791	-95.17052	0.62476	1600.61719	N/A	8.76502																																																																																																																																																																																																																											
1	1	1	A	130241.219	130258.547	-69.27156	-18.99736	5.719	130246.938	6.44722	11.844	130253.063	1.37782	-9.49868	4.729	6.106	1.03222	0.39827	-187.833	4.031	195.957	1.813	-6.06597	1.66963	8.25693	1.23339	-59.11961	0.65261	1532.29712	N/A	4.27352																																																																																																																																																																																																																											
1	1	1	A	130787.359	130804.672	-73.80192	-16.29967	4.961	130792.320	4.71625	2.359	130789.719	1.80837	-8.14984	4.569	6.377	5.21094	5.51255	-123.518	0.109	183.630	8.250	-6.53411	1.61840	1.67434	4.82687	-78.80891	1.83357	545.38269	N/A	5.78802																																																																																																																																																																																																																											
1	1	1	A	131165.563	131182.875	-72.70037	-19.25958	5.313	131170.875	5.02687	10.891	131176.453	0.76555	-9.62979	5.039	5.805	0.25870	1.16322	-113.169	3.070	114.963	9.539	-3.99984	1.58673	2.47699	2.95000	-69.52938	2.64163	378.55457	N/A	5.11479																																																																																																																																																																																																																											
1	1	1	A	131765.766	131783.078	-70.62410	-12.97984	4.156	131769.922	5.39992	15.969	131781.734	0.16291	-6.48992	4.077	4.240	0.08584	2.33922	-129.924	4.102	152.927	8.086	-11.76982	0.42351	1.11123	4.06554	-39.12165	1.66932	599.04675	N/A	4.09175																																																																																																																																																																																																																											
1	1	1	A	131884.344	131901.656	-73.07748	-30.40747	5.313	131889.656	7.46179	17.094	131901.438	3.33120	-15.20374	3.887	7.219	0.40291	8.94741	-107.519	3.211	152.491	10.070	-13.26087	1.67910	5.23622	4.00580	-113.55787	8.35179	119.73475	N/A	10.89816																																																																																																																																																																																																																											
1	1	1	A	132671.641	132688.953	-70.30816	-20.37510	5.172	132676.813	6.63890	0.703	132672.344	2.18330	-10.18755	4.311	6.494	0.85632	77.63012	-103.051	4.945	142.863	1.695	-8.13429	1.55454	3.12450	3.68245	-70.71380	1.27040	787.15588	N/A	7.94978																																																																																																																																																																																																																											
1	1	1	A	134147.641	134164.953	-72.44605	-20.10510	6.000	134153.641	8.86157	2.297	134149.938	0.41412	-10.05255	5.906	6.321	0.59041	0.94812	-187.642	5.945	135.943	0.055	-2.71103	1.98337	4.20349	1.33812	-63.95593	0.67713	1476.82813	N/A	5.09568																																																																																																																																																																																																																											
1	1	1	A	134307.938	134325.250	-71.54600	-20.09506	5.109	134313.047	7.67294	2.078	134310.016	1.29300	-10.04753	4.765	6.058	0.52963	6.00650	-130.889	4.789	120.955	7.648	-8.06100	1.45269	2.67529	3.31348	-46.70134	6.27327	159.40637	N/A	6.78564																																																																																																																																																																																																																											
1	1	1	A	134672.641	134689.953	-74.53553	-33.03354	5.547	134678.188	5.35588	1.172	134673.813	3.63012	-16.51677	4.034	7.665	0.43170	3.43053	-146.779	3.992	157.461	2.758	-10.91509	1.65143	4.99944	4.95093	-131.22255	2.73867	365.14050	N/A	9.62258																																																																																																																																																																																																																											
1	1	1	A	135223.688	135241.016	-74.73895	-17.31935	5.016	135228.703	7.29717	15.016	135238.703	2.37290	-8.65968	4.374	6.747	0.99139	1.73109	-123.531	3.586	148.118	8.211	-16.18581	0.83451	3.46929	3.09982	-52.20471	1.81648	550.51575	N/A	6.32615																																																																																																																																																																																																																											
1	1	1	A	135605.781	135623.094	-71.97225	-11.65414	6.172	135611.953	7.47235	3.234	135609.016	0.34898	-5.82707	5.951	6.300	0.64746	7.34468	-106.760	2.133	138.360	5.492	-1.25591	2.28690	0.56748	3.01059	-35.02089	2.60926	383.24994	N/A	4.12216																																																																																																																																																																																																																											
1	1	1	A	135793.406	135810.719	-72.35310	-14.46642	5.719	135799.125	6.09057	3.516	135796.922	1.99231	-7.23321	4.177	6.169	0.63310	1.32809	-128.576	0.867	114.846	0.430	-0.89907	1.59123	3.60254	1.62145	-36.87096	5.34268	187.17188	N/A	6.10129																																																																																																																																																																																																																											
1	1	1	A	137948.859	137966.172	-76.02020	-16.25134	5.703	137954.563	8.89296	14.578	137963.438	1.86661	-8.12567	5.204	7.070	47.64280	0.46029	-177.000	3.695	137.592	10.852	-2.73377	2.23903	4.58176	1.93199	-47.78539	0.46394	2155.43774	N/A	4.05708																																																																																																																																																																																																																											
1	1	1	A	137949.188	137966.516	-76.06786	-16.20369	5.375	137954.563	8.94061	14.250	137963.438	1.86567	-8.10185	4.876	6.742	47.64285	0.46029	-177.000	3.367	137.592	10.852	-2.73377	2.23822	4.58176	1.93103	-50.31707	N/A	Not found	N/A	4.22411																																																																																																																																																																																																																											
1	1	1	A	138240.938	138258.250	-74.02454	-31.93718	5.469	138246.406	7.02627	1.578	138242.516	3.42496	-15.96859	3.919	7.344	0.55127	4.51688	-184.041	3.867	175.417	10.867	-11.94230	1.71351	4.69378	4.21414	-130.06654	3.42649	291.84375	N/A	9.64777																																																																																																																																																																																																																											
1	1	1	A	141606.484	141623.797	-69.58488	-24.21570	5.063	141611.547	5.35792	15.516	141622.000	2.70713	-12.10785	4.363	7.071	1.07516	3.33998	-172.820	2.930	172.862	5.680	-16.26314	1.06141	4.16356	3.82191	-80.68566	0.29716	3365.14087	N/A	8.91826																																																																																																																																																																																																																											
1	1	1	A	141998.281	142015.594	-75.45819	-24.53047	5.422	142003.703	10.97540	16.125	142014.406	2.45474	-12.26524	4.160	6.614	0.27089	7.70547	-145.531	3.867	153.248	2.727	-8.62554	1.49037	5.39311	2.69224	-56.95760	2.55001	392.15607	N/A	5.43949																																																																																																																																																																																																																											
1	1	1	A	142013.141	142030.453	-73.38405	-20.89637	6.047	142019.188	8.90126	1.266	142014.406	0.67045	-10.44818	5.733	6.403	0.78173	1.55515	-118.499	3.414	169.529	4.320	-3.12337	2.61605	3.54769	2.18772	-64.15495	64.58154	15.48430	N/A	5.99492																																																																																																																																																																																																																											
1	1	1	A	142182.500	142199.813	-73.22783	-14.98888	6.875	142189.375	9.23513	16.422	142198.922	0.64217	-7.49444	6.373	7.015	10.54587	0.94180	-121.751	3.133	148.348	4.320	-1.50452	3.87058	1.26665	2.93968	-80.05543	5.87587	170.18762	N/A	4.00237																																																																																																																																																																																																																											
