ATF	1.0
0	251     
"Trace"	"Search"	"Category"	"State"	"Event Start Time (ms)"	"Event End Time (ms)"	"Baseline (mV)"	"Peak Amp (mV)"	"Time to Peak (ms)"	"Time of Peak (ms)"	"Antipeak Amp (mV)"	"Time to Antipeak (ms)"	"Time of Antipeak (ms)"	"Half-width (ms)"	"Half-amplitude (mV)"	"Time to Rise Half-amplitude (ms)"	"Time to Decay Half-amplitude (ms)"	"Rise Tau (ms)"	"Decay Tau (ms)"	"Max Rise Slope (mV/ms)"	"Time to Max Rise Slope (ms)"	"Max Decay Slope (mV/ms)"	"Time to Max Decay Slope (ms)"	"Rise Slope 10% to 90% (mV/ms)"	"Rise Time 10% to 90% (ms)"	"Decay Slope 90% to 10% (mV/ms)"	"Decay Time 90% to 10% (ms)"	"Area (mV · ms)"	"Inst. Freq. (Hz)"	"Interevent Interval (ms)"	"S.D. of Fit"	"Template Match"	" "	"G1: Midpoint, Cat 1"	"G1: Bin Count, Cat 1"	"G1: Midpoint, Cat 2"	"G1: Bin Count, Cat 2"	"G1: Midpoint, Cat 3"	"G1: Bin Count, Cat 3"	"G1: Midpoint, Cat 4"	"G1: Bin Count, Cat 4"	"G1: Midpoint, Cat 5"	"G1: Bin Count, Cat 5"	"G1: Midpoint, Cat 6"	"G1: Bin Count, Cat 6"	"G1: Midpoint, Cat 7"	"G1: Bin Count, Cat 7"	"G1: Midpoint, Cat 8"	"G1: Bin Count, Cat 8"	"G1: Midpoint, Cat 9"	"G1: Bin Count, Cat 9"	"G2: Midpoint, Cat 1"	"G2: Bin Count, Cat 1"	"G2: Midpoint, Cat 2"	"G2: Bin Count, Cat 2"	"G2: Midpoint, Cat 3"	"G2: Bin Count, Cat 3"	"G2: Midpoint, Cat 4"	"G2: Bin Count, Cat 4"	"G2: Midpoint, Cat 5"	"G2: Bin Count, Cat 5"	"G2: Midpoint, Cat 6"	"G2: Bin Count, Cat 6"	"G2: Midpoint, Cat 7"	"G2: Bin Count, Cat 7"	"G2: Midpoint, Cat 8"	"G2: Bin Count, Cat 8"	"G2: Midpoint, Cat 9"	"G2: Bin Count, Cat 9"	"G3: Midpoint, Cat 1"	"G3: Bin Count, Cat 1"	"G3: Midpoint, Cat 2"	"G3: Bin Count, Cat 2"	"G3: Midpoint, Cat 3"	"G3: Bin Count, Cat 3"	"G3: Midpoint, Cat 4"	"G3: Bin Count, Cat 4"	"G3: Midpoint, Cat 5"	"G3: Bin Count, Cat 5"	"G3: Midpoint, Cat 6"	"G3: Bin Count, Cat 6"	"G3: Midpoint, Cat 7"	"G3: Bin Count, Cat 7"	"G3: Midpoint, Cat 8"	"G3: Bin Count, Cat 8"	"G3: Midpoint, Cat 9"	"G3: Bin Count, Cat 9"	"G4: Midpoint, Cat 1"	"G4: Bin Count, Cat 1"	"G4: Midpoint, Cat 2"	"G4: Bin Count, Cat 2"	"G4: Midpoint, Cat 3"	"G4: Bin Count, Cat 3"	"G4: Midpoint, Cat 4"	"G4: Bin Count, Cat 4"	"G4: Midpoint, Cat 5"	"G4: Bin Count, Cat 5"	"G4: Midpoint, Cat 6"	"G4: Bin Count, Cat 6"	"G4: Midpoint, Cat 7"	"G4: Bin Count, Cat 7"	"G4: Midpoint, Cat 8"	"G4: Bin Count, Cat 8"	"G4: Midpoint, Cat 9"	"G4: Bin Count, Cat 9"	" "	"G1: ScPlot X, Cat 1"	"G1: ScPlot Y, Cat 1"	"G1: ScPlot X, Cat 2"	"G1: ScPlot Y, Cat 2"	"G1: ScPlot X, Cat 3"	"G1: ScPlot Y, Cat 3"	"G1: ScPlot X, Cat 4"	"G1: ScPlot Y, Cat 4"	"G1: ScPlot X, Cat 5"	"G1: ScPlot Y, Cat 5"	"G1: ScPlot X, Cat 6"	"G1: ScPlot Y, Cat 6"	"G1: ScPlot X, Cat 7"	"G1: ScPlot Y, Cat 7"	"G1: ScPlot X, Cat 8"	"G1: ScPlot Y, Cat 8"	"G1: ScPlot X, Cat 9"	"G1: ScPlot Y, Cat 9"	"G2: ScPlot X, Cat 1"	"G2: ScPlot Y, Cat 1"	"G2: ScPlot X, Cat 2"	"G2: ScPlot Y, Cat 2"	"G2: ScPlot X, Cat 3"	"G2: ScPlot Y, Cat 3"	"G2: ScPlot X, Cat 4"	"G2: ScPlot Y, Cat 4"	"G2: ScPlot X, Cat 5"	"G2: ScPlot Y, Cat 5"	"G2: ScPlot X, Cat 6"	"G2: ScPlot Y, Cat 6"	"G2: ScPlot X, Cat 7"	"G2: ScPlot Y, Cat 7"	"G2: ScPlot X, Cat 8"	"G2: ScPlot Y, Cat 8"	"G2: ScPlot X, Cat 9"	"G2: ScPlot Y, Cat 9"	"G3: ScPlot X, Cat 1"	"G3: ScPlot Y, Cat 1"	"G3: ScPlot X, Cat 2"	"G3: ScPlot Y, Cat 2"	"G3: ScPlot X, Cat 3"	"G3: ScPlot Y, Cat 3"	"G3: ScPlot X, Cat 4"	"G3: ScPlot Y, Cat 4"	"G3: ScPlot X, Cat 5"	"G3: ScPlot Y, Cat 5"	"G3: ScPlot X, Cat 6"	"G3: ScPlot Y, Cat 6"	"G3: ScPlot X, Cat 7"	"G3: ScPlot Y, Cat 7"	"G3: ScPlot X, Cat 8"	"G3: ScPlot Y, Cat 8"	"G3: ScPlot X, Cat 9"	"G3: ScPlot Y, Cat 9"	"G4: ScPlot X, Cat 1"	"G4: ScPlot Y, Cat 1"	"G4: ScPlot X, Cat 2"	"G4: ScPlot Y, Cat 2"	"G4: ScPlot X, Cat 3"	"G4: ScPlot Y, Cat 3"	"G4: ScPlot X, Cat 4"	"G4: ScPlot Y, Cat 4"	"G4: ScPlot X, Cat 5"	"G4: ScPlot Y, Cat 5"	"G4: ScPlot X, Cat 6"	"G4: ScPlot Y, Cat 6"	"G4: ScPlot X, Cat 7"	"G4: ScPlot Y, Cat 7"	"G4: ScPlot X, Cat 8"	"G4: ScPlot Y, Cat 8"	"G4: ScPlot X, Cat 9"	"G4: ScPlot Y, Cat 9"	" "	"g1: ScPlot X, Cat 1 (selected)"	"g1: ScPlot Y, Cat 1 (selected)"	"g1: ScPlot X, Cat 2 (selected)"	"g1: ScPlot Y, Cat 2 (selected)"	"g1: ScPlot X, Cat 3 (selected)"	"g1: ScPlot Y, Cat 3 (selected)"	"g1: ScPlot X, Cat 4 (selected)"	"g1: ScPlot Y, Cat 4 (selected)"	"g1: ScPlot X, Cat 5 (selected)"	"g1: ScPlot Y, Cat 5 (selected)"	"g1: ScPlot X, Cat 6 (selected)"	"g1: ScPlot Y, Cat 6 (selected)"	"g1: ScPlot X, Cat 7 (selected)"	"g1: ScPlot Y, Cat 7 (selected)"	"g1: ScPlot X, Cat 8 (selected)"	"g1: ScPlot Y, Cat 8 (selected)"	"g1: ScPlot X, Cat 9 (selected)"	"g1: ScPlot Y, Cat 9 (selected)"	"g2: ScPlot X, Cat 1 (selected)"	"g2: ScPlot Y, Cat 1 (selected)"	"g2: ScPlot X, Cat 2 (selected)"	"g2: ScPlot Y, Cat 2 (selected)"	"g2: ScPlot X, Cat 3 (selected)"	"g2: ScPlot Y, Cat 3 (selected)"	"g2: ScPlot X, Cat 4 (selected)"	"g2: ScPlot Y, Cat 4 (selected)"	"g2: ScPlot X, Cat 5 (selected)"	"g2: ScPlot Y, Cat 5 (selected)"	"g2: ScPlot X, Cat 6 (selected)"	"g2: ScPlot Y, Cat 6 (selected)"	"g2: ScPlot X, Cat 7 (selected)"	"g2: ScPlot Y, Cat 7 (selected)"	"g2: ScPlot X, Cat 8 (selected)"	"g2: ScPlot Y, Cat 8 (selected)"	"g2: ScPlot X, Cat 9 (selected)"	"g2: ScPlot Y, Cat 9 (selected)"	"g3: ScPlot X, Cat 1 (selected)"	"g3: ScPlot Y, Cat 1 (selected)"	"g3: ScPlot X, Cat 2 (selected)"	"g3: ScPlot Y, Cat 2 (selected)"	"g3: ScPlot X, Cat 3 (selected)"	"g3: ScPlot Y, Cat 3 (selected)"	"g3: ScPlot X, Cat 4 (selected)"	"g3: ScPlot Y, Cat 4 (selected)"	"g3: ScPlot X, Cat 5 (selected)"	"g3: ScPlot Y, Cat 5 (selected)"	"g3: ScPlot X, Cat 6 (selected)"	"g3: ScPlot Y, Cat 6 (selected)"	"g3: ScPlot X, Cat 7 (selected)"	"g3: ScPlot Y, Cat 7 (selected)"	"g3: ScPlot X, Cat 8 (selected)"	"g3: ScPlot Y, Cat 8 (selected)"	"g3: ScPlot X, Cat 9 (selected)"	"g3: ScPlot Y, Cat 9 (selected)"	"g4: ScPlot X, Cat 1 (selected)"	"g4: ScPlot Y, Cat 1 (selected)"	"g4: ScPlot X, Cat 2 (selected)"	"g4: ScPlot Y, Cat 2 (selected)"	"g4: ScPlot X, Cat 3 (selected)"	"g4: ScPlot Y, Cat 3 (selected)"	"g4: ScPlot X, Cat 4 (selected)"	"g4: ScPlot Y, Cat 4 (selected)"	"g4: ScPlot X, Cat 5 (selected)"	"g4: ScPlot Y, Cat 5 (selected)"	"g4: ScPlot X, Cat 6 (selected)"	"g4: ScPlot Y, Cat 6 (selected)"	"g4: ScPlot X, Cat 7 (selected)"	"g4: ScPlot Y, Cat 7 (selected)"	"g4: ScPlot X, Cat 8 (selected)"	"g4: ScPlot Y, Cat 8 (selected)"	"g4: ScPlot X, Cat 9 (selected)"	"g4: ScPlot Y, Cat 9 (selected)"
1	1	1	A	165611.625	165628.938	-73.17339	-27.21615	4.734	165616.359	6.90695	17.188	165628.813	2.88767	-13.60808	3.977	6.865	10.25149	3.30044	-121.481	3.727	132.799	2.648	-15.83035	1.02507	4.44183	4.89081	-113.30184	28.94628	34.54675	N/A	9.97336																																																																																																																																																																																																																											
1	1	1	A	166711.078	166728.391	-73.07000	-17.62446	5.563	166716.641	7.12497	10.078	166721.156	0.60516	-8.81223	5.048	5.653	0.26275	1.85204	-164.820	2.695	164.535	5.555	-4.98023	1.61367	3.51158	2.47466	-53.50783	0.90886	1100.28125	N/A	6.42360																																																																																																																																																																																																																											
1	1	1	A	167509.656	167526.969	-71.84834	-25.23283	4.578	167514.234	7.09645	17.078	167526.734	2.49249	-12.61642	3.930	6.423	10.13043	4.50037	-94.572	3.977	124.796	0.258	-13.61823	1.22691	2.16315	5.62051	-84.70380	1.25377	797.59375	N/A	7.57120																																																																																																																																																																																																																											
1	1	1	A	167850.688	167868.016	-73.72837	-20.23291	5.391	167856.078	8.43542	2.359	167853.047	0.98121	-10.11646	4.983	5.964	0.38320	13.91648	-121.990	1.242	149.018	1.867	-5.10739	1.54508	1.54794	5.79888	-86.71336	2.92531	341.84381	N/A	6.37602																																																																																																																																																																																																																											
1	1	1	A	168303.641	168320.953	-72.56428	-11.40523	5.547	168309.188	4.93610	12.156	168315.797	0.27680	-5.70262	5.360	5.636	0.78789	0.39972	-137.393	5.367	156.443	6.258	-0.35111	1.18053	3.37701	1.30129	-31.10137	2.20697	453.10925	N/A	4.13477																																																																																																																																																																																																																											
1	1	1	A	169131.500	169148.813	-74.03083	-19.26311	6.594	169138.094	7.50753	2.359	169133.859	0.44533	-9.63155	6.241	6.687	2.99618	0.60058	-154.338	5.086	196.911	0.055	-0.75736	2.53906	1.03260	2.76918	-61.78111	1.20641	828.90637	N/A	7.08548																																																																																																																																																																																																																											
1	1	1	A	169903.734	169921.078	-73.55302	-22.16239	5.219	169908.953	9.71445	0.688	169904.422	2.43528	-11.08120	4.197	6.632	0.86751	3.57158	-113.122	4.195	154.921	7.180	-11.22887	1.55581	3.02752	4.53059	-84.08874	1.29725	770.85950	N/A	9.02828																																																																																																																																																																																																																											
1	1	1	A	170348.594	170365.938	-74.81337	-17.74451	4.344	170352.938	7.27034	0.219	170348.813	0.22889	-8.87226	4.260	4.489	0.25534	3.70899	-213.909	4.258	162.244	5.133	-121.39597	0.12438	1.24943	3.91661	-41.32741	2.25233	443.98450	N/A	5.20583																																																																																																																																																																																																																											
1	1	1	A	170561.219	170578.531	-74.41170	-16.76995	5.234	170566.453	5.29126	12.922	170574.141	1.30534	-8.38497	4.113	5.418	0.68480	6.62798	-149.479	1.273	150.621	7.617	-7.25526	1.58553	2.40228	1.84317	-65.14902	4.68350	213.51563	N/A	5.81854																																																																																																																																																																																																																											
1	1	1	A	170881.156	170898.469	-72.69321	-14.29337	4.563	170885.719	7.54505	11.531	170892.688	2.21377	-7.14669	4.041	6.255	0.45153	1.22353	-120.781	2.852	146.708	9.477	-4.38799	1.39602	2.26798	2.33489	-53.12978	3.13219	319.26532	N/A	5.64161																																																																																																																																																																																																																											
1	1	1	A	172232.594	172249.938	-75.22050	-41.30135	5.250	172237.844	10.12585	3.063	172235.656	4.36854	-20.65068	3.946	8.315	0.39384	4.48090	-122.722	3.695	142.403	3.023	-18.39186	1.51757	5.41194	6.58108	-208.24550	0.73958	1352.12524	N/A	9.85237																																																																																																																																																																																																																											
1	1	1	A	172306.125	172323.438	-73.08862	-14.74405	6.094	172312.219	7.46570	1.016	172307.141	0.20067	-7.37203	6.005	6.206	0.51280	1.36205	-161.219	3.602	136.234	7.711	-1.73684	3.03578	1.35836	3.16150	-70.79460	13.44542	74.37475	N/A	5.63652																																																																																																																																																																																																																											
1	1	1	A	172631.953	172649.297	-72.83352	-18.23086	5.609	172637.563	6.38352	16.547	172648.500	2.50127	-9.11543	4.250	6.751	0.47052	1.76629	-128.893	3.742	119.019	2.008	-6.54850	1.81905	4.83482	1.94673	-74.62185	3.07367	325.34372	N/A	8.09408																																																																																																																																																																																																																											
1	1	1	A	173254.688	173272.016	-71.42374	-14.24322	9.875	173264.563	7.50265	16.609	173271.297	0.21729	-7.12161	9.762	9.979	0.97060	0.07320	-155.084	8.461	192.803	6.664	-1.16786	1.44895	53.34719	0.19515	-51.06751	1.59490	627.00000	N/A	4.02763																																																																																																																																																																																																																											
1	1	1	A	173254.922	173272.234	-71.38884	-14.27811	9.641	173264.563	7.46776	16.375	173271.297	0.21796	-7.13906	9.527	9.745	0.97060	0.07320	-155.084	8.227	192.803	6.664	-1.16786	1.44953	53.34719	0.19574	-52.09584	7999998.50000	0.00013	N/A	4.12789																																																																																																																																																																																																																											
1	1	1	A	173255.453	173272.797	-71.37434	-14.29262	9.109	173264.563	7.45325	15.844	173271.297	0.21823	-7.14631	8.996	9.214	0.97060	0.07320	-155.084	7.695	192.803	6.664	-1.16786	1.44977	53.34719	0.19598	-52.72417	N/A	Not found	N/A	4.18968																																																																																																																																																																																																																											
1	1	1	A	173256.359	173273.672	-71.38126	-14.28569	8.203	173264.563	7.46018	14.938	173271.297	0.21810	-7.14285	8.090	8.308	0.97060	0.07320	-155.084	6.789	192.803	6.664	-1.16786	1.44966	53.34719	0.19586	-51.13388	6666666.50000	0.00015	N/A	4.06726																																																																																																																																																																																																																											
1	1	1	A	173298.688	173316.016	-70.93217	-15.23864	5.031	173303.719	6.54985	13.234	173311.922	0.71429	-7.61932	4.888	5.603	3.13180	0.31270	-115.109	3.320	132.155	8.789	-2.44851	0.86036	2.16522	2.22343	-32.08343	25.53879	39.15612	N/A	4.64507																																																																																																																																																																																																																											
1	1	1	A	174107.500	174124.813	-74.17651	-13.50543	4.906	174112.406	6.83977	1.203	174108.703	0.26189	-6.75271	4.787	5.049	0.19413	11.68247	-126.225	4.086	144.268	3.680	-2.98318	0.78879	2.13905	1.34038	-38.85973	1.23657	808.68750	N/A	4.33042																																																																																																																																																																																																																											
1	1	1	A	174866.906	174884.219	-73.92503	-11.48575	4.656	174871.563	5.97618	13.328	174880.234	0.49990	-5.74287	4.533	5.033	1.51654	1.20765	-138.184	3.602	138.095	0.383	-9.34633	0.64716	12.79339	0.40583	-37.85423	1.31725	759.15619	N/A	4.01440																																																																																																																																																																																																																											
1	1	1	A	175091.078	175108.391	-74.96842	-14.32418	6.922	175098.000	8.16448	1.766	175092.844	0.14873	-7.16209	6.845	6.994	0.75716	0.04988	-150.868	6.867	180.237	0.055	0.05941	2.91394	4.33411	0.48048	-31.95517	4.41623	226.43753	N/A	4.33385																																																																																																																																																																																																																											
1	1	1	A	175317.141	175334.453	-75.06340	-32.33435	4.984	175322.125	8.94872	1.734	175318.875	3.87218	-16.16718	3.908	7.780	0.42571	5.96316	-129.966	3.305	165.247	5.164	-23.62044	1.09087	3.69619	5.08971	-156.58736	4.46180	224.12489	N/A	9.59894																																																																																																																																																																																																																											
1	1	1	A	175681.547	175698.875	-74.45467	-20.17193	6.438	175687.984	7.15162	0.859	175682.406	1.12698	-10.08596	6.328	7.455	0.50698	6.86393	-161.523	6.367	148.630	3.570	-2.22271	3.03184	2.22074	4.21317	-89.54639	2.73329	365.85962	N/A	5.93162																																																																																																																																																																																																																											
1	1	1	A	175990.125	176007.438	-78.59689	-20.83582	4.875	175995.000	6.79540	14.813	176004.938	1.64222	-10.41791	4.009	5.651	0.25967	1.09440	-145.249	3.789	156.683	3.227	-11.20524	1.04111	4.22405	2.76066	-75.00700	3.25716	307.01550	N/A	6.29804																																																																																																																																																																																																																											
1	1	1	A	176771.656	176788.969	-72.91718	-14.29957	5.328	176776.984	6.10394	17.297	176788.953	1.22735	-7.14979	4.488	5.715	0.61344	1.18192	-120.624	3.289	132.354	11.742	-6.01961	1.35995	1.99479	2.95254	-44.71769	1.27880	781.98431	N/A	5.63535																																																																																																																																																																																																																											
1	1	1	A	177347.234	177364.578	-71.72279	-15.49835	4.703	177351.938	7.23892	14.922	177362.156	1.84879	-7.74918	4.147	5.996	2.52366	9.73378	-140.852	3.133	141.416	10.852	-16.92634	0.60679	2.29612	2.85382	-47.94999	1.73927	574.95331	N/A	6.79114																																																																																																																																																																																																																											
1	1	1	A	177632.359	177649.672	-69.64192	-20.65770	5.203	177637.563	5.48105	15.453	177647.813	0.99209	-10.32885	4.469	5.461	44.43867	2.56598	-108.358	4.492	170.434	1.070	-6.69110	1.49889	2.83207	3.12588	-56.88210	3.50109	285.62500	N/A	7.11525																																																																																																																																																																																																																											
1	1	1	A	178777.563	178794.875	-74.46233	-14.81517	4.578	178782.141	5.11243	1.531	178779.094	1.29421	-7.40759	4.087	5.381	0.27285	1.09596	-130.615	1.930	149.869	10.164	-17.61124	0.69588	1.87457	2.85935	-41.29388	0.87368	1144.57800	N/A	5.30939																																																																																																																																																																																																																											
1	1	1	A	179778.234	179795.578	-71.38725	-16.91185	5.219	179783.453	7.64021	3.391	179781.625	0.38833	-8.45592	4.969	5.357	1.30612	61.71080	-177.938	3.414	147.665	8.414	-4.10991	1.71158	1.72648	3.18437	-45.92461	0.99869	1001.31262	N/A	5.56314																																																																																																																																																																																																																											
1	1	1	A	180154.203	180171.516	-73.71729	-33.70643	4.891	180159.094	4.79177	1.203	180155.406	2.43485	-16.85321	4.163	6.597	14.23787	4.08030	-159.083	4.602	168.114	6.039	-23.31701	1.24264	4.07670	5.88487	-124.28394	2.66212	375.64047	N/A	10.58926																																																																																																																																																																																																																											
1	1	1	A	181081.141	181098.453	-75.29230	-20.81761	4.844	181085.984	6.00966	2.984	181084.125	2.21346	-10.40881	4.196	6.410	0.30678	13.27254	-119.270	3.008	131.525	10.820	-19.59527	0.72513	4.14730	3.16963	-65.71806	1.07888	926.89050	N/A	7.49043																																																																																																																																																																																																																											
1	1	1	A	181140.156	181157.469	-78.72227	-40.84501	5.344	181145.500	10.09503	2.859	181143.016	4.03384	-20.42250	3.889	7.923	0.86354	8.04576	-127.149	3.836	144.291	1.727	-18.92874	1.68490	6.00384	4.94096	-183.29858	16.80229	59.51570	N/A	10.32213																																																																																																																																																																																																																											
1	1	1	A	181804.656	181821.969	-78.28567	-37.10057	5.391	181810.047	9.39551	0.203	181804.859	2.71009	-18.55029	4.043	6.754	0.37474	2.25538	-122.832	4.492	137.778	1.102	-15.89961	1.62460	6.79988	3.68465	-200.07120	1.50478	664.54688	N/A	5.61511																																																																																																																																																																																																																											
1	1	1	A	183471.797	183489.109	-73.98659	-21.13824	4.969	183476.766	5.77578	12.906	183484.703	1.79818	-10.56912	4.213	6.011	2.31255	1.38492	-142.750	0.414	133.709	2.180	-16.19950	1.13013	2.29658	5.33075	-70.84186	0.59998	1666.71887	N/A	8.34217																																																																																																																																																																																																																											
1	1	1	A	184118.578	184135.891	-75.29790	-13.95230	5.063	184123.641	6.34265	2.500	184121.078	1.43029	-6.97615	4.424	5.854	8.23622	8.88486	-132.372	0.711	142.099	3.055	-5.69845	1.36130	1.47893	3.86304	-57.71185	1.54589	646.87488	N/A	5.65409																																																																																																																																																																																																																											
1	1	1	A	184347.344	184364.656	-75.31053	-36.63478	5.016	184352.359	9.97016	1.344	184348.688	2.99024	-18.31739	4.027	7.017	0.37043	2.63759	-197.661	4.070	181.864	10.227	-21.03209	1.30376	4.67394	6.23658	-161.28476	4.37218	228.71902	N/A	9.57379																																																																																																																																																																																																																											
1	1	1	A	184433.594	184450.938	-74.47406	-37.53836	5.109	184438.703	7.27202	0.500	184434.094	3.44311	-18.76918	3.967	7.410	0.57605	2.97729	-173.000	3.492	155.274	8.602	-19.17324	1.52926	6.28967	5.15875	-161.44221	11.58161	86.34375	N/A	11.68373																																																																																																																																																																																																																											
1	1	1	A	184721.625	184738.938	-72.40245	-25.01436	4.594	184726.219	3.89819	14.953	184736.578	2.40917	-12.50718	4.054	6.463	1.25677	2.19995	-137.680	4.523	128.215	11.867	-12.38007	1.09045	3.75006	4.74723	-107.16608	3.47807	287.51538	N/A	8.15989																																																																																																																																																																																																																											
1	1	1	A	185283.078	185300.391	-71.29854	-18.04134	5.000	185288.078	7.66796	0.844	185283.922	1.93751	-9.02067	4.042	5.980	0.60797	5.03425	-147.240	1.555	152.139	5.273	-11.93621	0.98407	4.33032	1.86365	-47.40400	1.77980	561.85938	N/A	7.50139																																																																																																																																																																																																																											
1	1	1	A	185478.906	185496.219	-73.03969	-23.66557	5.094	185484.000	6.11856	1.688	185480.594	2.32941	-11.83278	4.174	6.504	1.66392	2.20603	-107.718	5.008	123.619	3.867	-14.85749	1.30208	3.21908	3.85462	-96.54804	5.10408	195.92184	N/A	8.80650																																																																																																																																																																																																																											
1	1	1	A	185688.766	185706.078	-71.64271	-15.58209	4.750	185693.516	7.39392	0.734	185689.500	0.57039	-7.79105	4.475	5.046	0.81315	9.83132	-113.856	0.805	135.189	1.555	-7.48844	1.03646	2.23684	1.56127	-25.41686	4.77292	209.51555	N/A	4.14344																																																																																																																																																																																																																											
1	1	1	A	185952.047	185969.375	-74.23121	-42.14801	5.094	185957.141	5.88208	1.078	185953.125	3.70709	-21.07400	3.862	7.569	0.56040	3.38625	-122.524	3.758	121.099	2.414	-27.10486	1.29390	4.59696	7.34420	-202.13354	3.79326	263.62524	N/A	10.77175																																																																																																																																																																																																																											
1	1	1	A	185990.625	186007.938	-72.70889	-15.76906	4.922	185995.547	5.99878	0.813	185991.438	0.46744	-7.88453	4.595	5.062	0.15692	0.79065	-109.661	4.867	127.551	10.758	-7.72069	0.70356	2.90708	1.50003	-33.67761	26.03751	38.40612	N/A	4.36554																																																																																																																																																																																																																											
1	1	1	A	188018.344	188035.656	-74.97198	-50.60731	5.297	188023.641	7.00601	2.094	188020.438	3.54893	-25.30365	4.167	7.716	0.55355	3.55489	-174.275	4.242	155.583	6.664	-27.20835	1.49074	6.27446	6.40328	-216.89128	0.49307	2028.09399	N/A	12.32947																																																																																																																																																																																																																											
1	1	1	A	188313.000	188330.313	-73.53712	-41.07629	5.484	188318.484	8.59957	2.375	188315.375	3.96001	-20.53815	3.817	7.777	0.65880	3.49662	-104.716	3.992	218.329	3.383	-15.45638	2.05771	6.86493	4.43553	-176.87029	3.39163	294.84351	N/A	11.43321																																																																																																																																																																																																																											
1	1	1	A	188546.281	188563.594	-73.82287	-37.63012	5.516	188551.797	9.52534	3.203	188549.484	3.29364	-18.81506	4.017	7.310	0.44299	2.88885	-144.685	3.289	143.593	11.695	-16.29153	1.77253	5.09362	5.63649	-159.62622	4.28610	233.31245	N/A	12.46954																																																																																																																																																																																																																											
1	1	1	A	189089.453	189106.797	-71.30463	-19.91951	5.031	189094.484	7.85002	1.281	189090.734	0.99774	-9.95976	4.234	5.232	0.28375	1.30233	-181.900	1.352	164.522	0.820	-11.05323	1.02565	4.02914	2.68127	-50.10428	1.84268	542.68750	N/A	7.65724																																																																																																																																																																																																																											
1	1	1	A	189178.906	189196.219	-72.98086	-12.89388	5.047	189183.953	6.93812	1.672	189180.578	0.68818	-6.44694	4.530	5.219	1.06893	2.86551	-119.725	1.742	133.955	10.273	-4.85980	1.27201	1.19092	2.06677	-33.63619	11.17709	89.46873	N/A	4.96028																																																																																																																																																																																																																											
1	1	1	A	189756.797	189774.109	-72.79136	-19.42733	4.891	189761.688	6.18952	0.563	189757.359	1.99353	-9.71367	4.117	6.110	2.24490	1.35840	-128.471	0.008	138.832	10.367	-9.61905	1.21379	3.75171	3.50156	-57.64161	1.73090	577.73456	N/A	7.64303																																																																																																																																																																																																																											
1	1	1	A	190239.641	190256.953	-71.89330	-10.82562	4.797	190244.438	6.07786	11.297	190250.938	1.31128	-5.41281	4.494	5.806	0.39160	3.37634	-127.823	2.148	132.591	11.117	-16.41818	0.44611	2.05191	2.30750	-24.63943	2.07147	482.74976	N/A	4.08299																																																																																																																																																																																																																											
1	1	1	A	190653.625	190670.938	-72.58075	-17.00508	5.234	190658.859	9.02347	15.938	190669.563	2.14381	-8.50254	4.945	7.088	0.38176	12.24566	-124.153	1.602	122.680	1.852	-3.71588	1.45665	2.23790	3.97933	-50.27568	2.41300	414.42200	N/A	5.97403																																																																																																																																																																																																																											
1	1	1	A	190860.438	190877.750	-73.03064	-12.11558	5.078	190865.516	6.65947	0.516	190860.953	0.41163	-6.05779	4.837	5.249	39.27174	8.00649	-138.915	4.273	193.554	4.273	-5.72084	1.32070	1.57791	2.47640	-31.97631	4.83895	206.65625	N/A	4.25310																																																																																																																																																																																																																											
1	1	1	A	191296.938	191314.250	-72.89516	-16.32108	5.328	191302.266	7.43808	0.750	191297.688	1.59130	-8.16054	4.584	6.175	0.44490	3.21914	-147.690	4.008	145.787	0.039	-5.83259	1.27053	2.45705	1.96609	-38.28773	2.28964	436.75000	N/A	6.00241																																																																																																																																																																																																																											
1	1	1	A	192089.406	192106.719	-74.13220	-13.95233	5.578	192094.984	6.76730	14.375	192103.781	0.69507	-6.97616	5.030	5.725	0.38477	5.79809	-119.198	3.648	144.646	6.242	-2.89876	1.91817	2.56278	1.92711	-40.26848	1.26148	792.71869	N/A	5.41766																																																																																																																																																																																																																											
1	1	1	A	192268.047	192285.375	-74.04890	-19.86589	5.016	192273.063	5.66349	0.578	192268.625	2.55439	-9.93294	4.076	6.630	0.74415	3.89067	-111.731	1.586	154.107	8.008	-13.44131	1.22296	2.27152	4.55669	-78.88727	5.61551	178.07829	N/A	7.05237																																																																																																																																																																																																																											
1	1	1	A	193488.688	193506.016	-72.89839	-13.98947	5.172	193493.859	7.30660	1.188	193489.875	0.64461	-6.99473	4.643	5.287	5.64338	78.20264	-151.548	2.117	132.305	4.273	-5.84103	1.36880	1.90618	2.02720	-45.88936	0.81914	1220.79675	N/A	5.76378																																																																																																																																																																																																																											
1	1	1	A	193685.906	193703.219	-72.50932	-39.98136	5.578	193691.484	11.47775	0.406	193686.313	3.29101	-19.99068	3.944	7.235	0.42011	3.17423	-196.034	0.461	135.689	7.008	-14.50718	1.96952	4.81576	6.03006	-168.04198	5.06009	197.62495	N/A	11.23919																																																																																																																																																																																																																											
1	1	1	A	194619.734	194637.078	-74.90358	-16.73167	5.328	194625.063	8.01763	16.953	194636.688	0.76238	-8.36584	4.942	5.704	13.69268	5.34039	-147.284	4.398	132.221	8.945	-6.30201	1.23027	3.75793	2.18228	-49.27473	1.07115	933.57831	N/A	4.96522																																																																																																																																																																																																																											
